,Unnamed: 0,name,location,rest_type,dish_liked,cuisines,listed_in(type),cost
600,600,7 Hills Restaurant,Banashankari,Casual Dining,,"North Indian, South Indian",Dine-out,cheap
601,601,Nandhini Deluxe,Banashankari,Casual Dining,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian",North Indian,Dine-out,moderate
602,602,Corner Stone,Banashankari,"Beverage Shop, Quick Bites",,"Beverages, Juices, Desserts, Italian",Dine-out,cheap
603,603,Karavali Fish Center,Banashankari,Quick Bites,,"Mangalorean, Chinese",Dine-out,cheap
604,604,Ayda Persian Kitchen,Banashankari,Casual Dining,,"North Indian, Iranian",Dine-out,moderate
605,605,J Spice,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",Dine-out,moderate
606,606,Swadesh Tadka,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",Dine-out,moderate
607,607,Iyer's Tiffin Centre,Banashankari,Quick Bites,"Kesari Bath, Masala Dosa","South Indian, Chinese",Dine-out,cheap
608,608,Kydz Adda,Banashankari,Casual Dining,,Continental,Dine-out,cheap
609,609,K27 - The Pub,Banashankari,Bar,,"Chinese, North Indian",Dine-out,expensive
610,610,Kotian Karavali Restaurant,Banashankari,Quick Bites,,"South Indian, Biryani",Dine-out,cheap
611,611,Food Box Cafe,Banashankari,Casual Dining,,"Mughlai, North Indian, Chinese",Dine-out,cheap
612,612,Hide Out Cafe,Banashankari,Cafe,,Cafe,Dine-out,cheap
613,613,Linnet Bar & Restaurant,Banashankari,Bar,,"Fast Food, Finger Food",Dine-out,cheap
614,614,CAFE NOVA,Banashankari,Cafe,,"Cafe, Bakery",Dine-out,moderate
615,615,Darbar,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",Dine-out,moderate
616,616,Sri Ganesh Juice and Chats,Banashankari,"Beverage Shop, Quick Bites",,"Juices, Street Food",Dine-out,cheap
617,617,Manifest Cafe,Banashankari,Casual Dining,,"South Indian, North Indian, Chinese",Dine-out,cheap
618,618,Beijing Bites,Banashankari,Casual Dining,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill","Chinese, Thai",Dine-out,moderate
619,619,Karavali Lunch Home,Banashankari,Quick Bites,,"South Indian, North Indian, Seafood, Mangalorean",Dine-out,cheap
620,620,The Pizzeria,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",Dine-out,moderate
621,621,Sri Krishna Sagar,Banashankari,Casual Dining,,"North Indian, Chinese",Dine-out,cheap
622,622,Lassi Stop,Banashankari,"Beverage Shop, Quick Bites",,"Beverages, Fast Food, Juices",Dine-out,cheap
623,623,Banashankari Nati Style,Banashankari,Quick Bites,,"Biryani, Chinese, South Indian, North Indian",Dine-out,cheap
624,624,Sea Green Cafe,Banashankari,Cafe,,"Cafe, Fast Food, Beverages",Dine-out,cheap
625,625,Cafe Coffee Day,Banashankari,Cafe,,"Cafe, Fast Food",Dine-out,moderate
626,626,SLN Bar and Restaurant,Banashankari,Casual Dining,,"North Indian, Chinese",Dine-out,moderate
627,627,Kaumudis Juoice,Banashankari,"Beverage Shop, Quick Bites",,"Beverages, Fast Food, Juices",Dine-out,cheap
628,628,Parijatha Paradise,Banashankari,Casual Dining,,"South Indian, North Indian, Fast Food, Chinese, Street Food",Dine-out,cheap
629,629,As On Fire,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",Dine-out,cheap
630,630,Pizza Hut,Banashankari,Casual Dining,"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade","Pizza, Fast Food",Dine-out,moderate
631,631,New Prashanth Hotel,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",Dine-out,moderate
632,632,Taaza Thindi,Banashankari,Quick Bites,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",South Indian,Dine-out,cheap
633,633,Hyderabad Express,Banashankari,Quick Bites,,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",Dine-out,cheap
634,634,Ayodhya Upachar,Banashankari,Quick Bites,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha","South Indian, North Indian, Chinese, Street Food",Dine-out,cheap
635,635,Petoo,Banashankari,Quick Bites,,North Indian,Dine-out,cheap
636,636,Roving Feast,Banashankari,Quick Bites,"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti","Italian, Continental, Fast Food, Chinese, Momos",Dine-out,cheap
637,637,KFC,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",Dine-out,cheap
638,638,Five Star Chicken,Banashankari,Quick Bites,,"Fast Food, Burger",Dine-out,cheap
639,639,Gama Gama,Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,Dine-out,cheap
640,640,Hotel New Karavali,Banashankari,Quick Bites,,"Mangalorean, South Indian, North Indian",Dine-out,cheap
641,641,Kaapi Corner,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
642,642,McDonald's,Banashankari,Quick Bites,"Burgers, Fries, Hot Chocolate","Burger, Fast Food",Dine-out,cheap
643,643,Sri Laxmi Venkateshwara Coffee Bar,Banashankari,Quick Bites,"Masala Dosa, Idli Chutney, Kharabath, Filter Coffee, Kesari Bath, Idli Vada, Maddur Vada",South Indian,Dine-out,cheap
644,644,Bhattara Bhojana,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
645,645,Davanagere Benne Dose Hut,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
646,646,Utsav Restaurant,Banashankari,Quick Bites,,"North Indian, Chinese",Dine-out,cheap
647,647,Messy Bowl,Banashankari,Quick Bites,"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi","Fast Food, Beverages",Dine-out,cheap
648,648,Devanna Dum Biriyani Centre,Banashankari,Quick Bites,,"Biryani, South Indian",Dine-out,cheap
649,649,Janahaar,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,Dine-out,cheap
650,650,Stop 'N' Joy,Banashankari,Quick Bites,,Fast Food,Dine-out,cheap
651,651,Dodda Mane Baaduta,Banashankari,Quick Bites,,"North Indian, South Indian, Chinese, Biryani",Dine-out,cheap
652,652,Chickpet Donne Biryani House,Banashankari,Quick Bites,,Biryani,Dine-out,cheap
653,653,Brahmin Cafe,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
654,654,Chumma Delicious,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",Dine-out,cheap
655,655,Udupi Upachar,Banashankari,Quick Bites,,"South Indian, North Indian",Dine-out,cheap
656,656,Bengaluru Coffee House,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",Dine-out,cheap
657,657,Foodiction,Banashankari,Quick Bites,"Burgers, Lassi, Chicken Grill, Naan, Momos, Chicken Burger, Biryani","North Indian, Fast Food, Chinese, Burger",Dine-out,cheap
658,658,The Biryani Cafe,Banashankari,Quick Bites,"Vegetable Biryani, Ginger Chicken, Chicken Biryani, Donne Biryani, Chicken Kebab, Egg Bhurji, Dum Biryani","Biryani, Chinese, Kebab",Dine-out,cheap
659,659,Spicy Tandoor,Banashankari,Quick Bites,,North Indian,Dine-out,cheap
660,660,Banashankari Donne Biriyani,Banashankari,Quick Bites,,"Biryani, Fast Food",Dine-out,cheap
661,661,Addhuri Udupi Bhojana,Banashankari,Quick Bites,Masala Dosa,"South Indian, North Indian",Dine-out,cheap
662,662,Vasanth Vihar - Since 1965,Banashankari,Quick Bites,,"South Indian, Street Food",Dine-out,cheap
663,663,Subway,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",Dine-out,moderate
664,664,SGS Non Veg - Gundu Pulav,Banashankari,Quick Bites,,"Biryani, Fast Food",Dine-out,cheap
665,665,Udupi Ruchi Grand,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",Dine-out,cheap
666,666,Hotel Mangala,Banashankari,Quick Bites,"Khali Dosa, Kali Dosa, Masala Dosa, Vada Sambar",South Indian,Dine-out,cheap
667,667,Simple Thindies,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
668,668,Rolls On Wheels,Banashankari,Quick Bites,,"Fast Food, Rolls, Momos",Dine-out,cheap
669,669,Chilli Flakes,Banashankari,Quick Bites,,"Fast Food, Italian, Beverages",Dine-out,cheap
670,670,Kababs N Biryani,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
671,671,Udupi Ruchi,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",Dine-out,cheap
672,672,SLV Swadishta,Banashankari,Quick Bites,"Coffee, Jeera Rice, Masala Dosa, Neer Dosa",South Indian,Dine-out,cheap
673,673,Kolbeh,Banashankari,Quick Bites,,Fast Food,Dine-out,cheap
674,674,Kolkata Kathi Roll's,Banashankari,Quick Bites,,"Fast Food, Rolls",Dine-out,cheap
675,675,Mylari Biryani Family Restaurant,Banashankari,Quick Bites,,"Biryani, Fast Food",Dine-out,cheap
676,676,Upahar Sagar,Banashankari,Quick Bites,Masala Dosa,"South Indian, Chinese, North Indian",Dine-out,cheap
677,677,Domino's Pizza,Banashankari,Quick Bites,"Pane Pizza, Lava Cake, Pasta, Stuffed Garlic Bread, Chocolava Cake, Tacos","Pizza, Fast Food",Dine-out,moderate
678,678,New Sagar Fast Food,Banashankari,Quick Bites,"Vegetable Biryani, Masala Dosa, Kulcha, Masala Papad, Tomato Soup","North Indian, South Indian",Dine-out,cheap
679,679,Namma Biryani,Banashankari,Quick Bites,,"Biryani, Chinese, North Indian",Dine-out,cheap
680,680,Chill Out,Banashankari,Quick Bites,,"South Indian, Chinese",Dine-out,cheap
681,681,Parama Ruchi,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",Dine-out,cheap
682,682,Thrilok Restaurant,Banashankari,Quick Bites,,"Mangalorean, Seafood",Dine-out,cheap
683,683,Meat And Eat,Banashankari,Quick Bites,,"Fast Food, Burger",Dine-out,cheap
684,684,Ande Ka Funda,Banashankari,Quick Bites,,"North Indian, Fast Food, Rolls",Dine-out,cheap
685,685,Dakshin Grand,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",Dine-out,cheap
686,686,Chicken Hunt,Banashankari,Quick Bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",Dine-out,cheap
687,687,7 Hills Garden Restaurant,Banashankari,Quick Bites,,"North Indian, Mughlai, Chinese",Dine-out,cheap
688,688,Maruthi Davangere Benne Dosa,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
689,689,Shri Guru Raghavendra Grand Veg,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese",Dine-out,cheap
690,690,Pizza Stop,Banashankari,Quick Bites,"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza","Pizza, Italian",Dine-out,moderate
691,691,Madhappa Hindu Military Hotel,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
692,692,Krishna Sagar,Banashankari,Quick Bites,,North Indian,Dine-out,cheap
693,693,Hanumanthanagar Biryani Junction,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
694,694,Faasos,Banashankari,Quick Bites,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap","North Indian, Biryani, Fast Food",Dine-out,cheap
695,695,Rasoi,Banashankari,Quick Bites,"Lassi, Panneer Butter Masala, Paratha, Thali","North Indian, Chinese",Dine-out,cheap
696,696,SLV Refreshment,Banashankari,Quick Bites,"Coffee, Masala Dosa, Kharabath, Idli Vada, Kesari Bath",South Indian,Dine-out,cheap
697,697,Kaggis,Banashankari,Quick Bites,,"Fast Food, Bakery",Dine-out,cheap
698,698,Chatar Patar,Banashankari,Quick Bites,"Panipuri, Chaat, Noodles, Dahi Bhalle","Fast Food, Street Food",Dine-out,cheap
699,699,Seven Star,Banashankari,Quick Bites,,"North Indian, Chinese",Dine-out,cheap
700,700,SVKP Daily Fresh,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
701,701,Kidambi's Kitchen,Banashankari,Quick Bites,Rooftop Ambience,South Indian,Dine-out,cheap
702,702,Ruchi's Corner,Banashankari,Quick Bites,,Fast Food,Dine-out,cheap
703,703,Tandoori Knight,Banashankari,Quick Bites,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab",Dine-out,cheap
704,704,Utsav,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",Dine-out,cheap
705,705,Mane Thindi,Banashankari,Quick Bites,"Coffee, Tea, Kesari Bath, Open Dosa, Vada, Idli, Bread Dosa",South Indian,Dine-out,cheap
706,706,Fast And Fresh,Banashankari,Quick Bites,,"North Indian, Chinese, Fast Food",Dine-out,cheap
707,707,New Gowda's Fried Chicken,Banashankari,Quick Bites,,Biryani,Dine-out,cheap
708,708,Juicy Momos,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",Dine-out,cheap
709,709,Donne Biriyani House,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Biryani",Dine-out,cheap
710,710,Srinagar Kabab Corner,Banashankari,Quick Bites,,North Indian,Dine-out,cheap
711,711,Sri Venkateshwara Chat Centre,Banashankari,Quick Bites,,Street Food,Dine-out,cheap
712,712,Vinay Bhel Corner,Banashankari,Quick Bites,,Street Food,Dine-out,cheap
713,713,Spice 9,Banashankari,Quick Bites,,"Biryani, North Indian, Chinese, Fast Food",Dine-out,cheap
714,714,Roti Land,Banashankari,Quick Bites,,North Indian,Dine-out,cheap
715,715,Naveen Kabab & Biriyani Mane,Banashankari,Quick Bites,,Biryani,Dine-out,cheap
716,716,Nandi Chats and Juice,Banashankari,Quick Bites,,Street Food,Dine-out,cheap
717,717,Atithi Point Ande Ka Funda,Banashankari,Quick Bites,,North Indian,Dine-out,cheap
718,718,Yaarub Hotel,Banashankari,Quick Bites,,Biryani,Dine-out,cheap
719,719,Aarush's Food Plaza,Banashankari,Quick Bites,,"North Indian, Street Food",Dine-out,cheap
720,720,Rotti Mane,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
721,721,Karnataka Bhel House,Banashankari,Quick Bites,,Street Food,Dine-out,cheap
722,722,Kannadigas Karavali,Banashankari,Quick Bites,,"Mangalorean, South Indian, North Indian",Dine-out,cheap
723,723,The Coorg Kitchen,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
724,724,Just Shawarma,Banashankari,Quick Bites,,Arabian,Dine-out,cheap
725,725,Aramane Donne Biryani,Banashankari,Quick Bites,,Biryani,Dine-out,cheap
726,726,FOOD ADDA,Banashankari,Quick Bites,,Fast Food,Dine-out,cheap
727,727,New Mangalore Lunch Home,Banashankari,Quick Bites,,"Mangalorean, South Indian, North Indian",Dine-out,cheap
728,728,Hotel Nisarga,Banashankari,Quick Bites,,"North Indian, South Indian",Dine-out,cheap
729,729,Coffee Bytes,Banashankari,Quick Bites,,"Fast Food, South Indian",Dine-out,cheap
730,730,Parjanya Chat Zone,Banashankari,Quick Bites,,"Street Food, Fast Food",Dine-out,cheap
731,731,Yo Roll Corner,Banashankari,Quick Bites,,"Street Food, Rolls",Dine-out,cheap
732,732,New Quality Dum Biryani,Banashankari,Quick Bites,,Biryani,Dine-out,cheap
733,733,Sri Lakshmi Kabab Center,Banashankari,Quick Bites,,Kebab,Dine-out,cheap
734,734,Cueferia A-Cafe,Banashankari,Quick Bites,,"North Indian, South Indian, Fast Food, Chinese, Italian",Dine-out,cheap
735,735,Sri Basaveshwar Jolada Rotti Oota,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
736,736,Dtink Lab,Banashankari,Quick Bites,,"Beverages, Sandwich",Dine-out,cheap
737,737,Shree Udupi South kitchen,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
738,738,Foodlieious Multi Cuisine,Banashankari,Quick Bites,,North Indian,Dine-out,cheap
739,739,Tasty Bites,Banashankari,Quick Bites,,"Fast Food, Pizza",Dine-out,cheap
740,740,Raams Chicken,Banashankari,Quick Bites,,Andhra,Dine-out,cheap
741,741,Panchami,Banashankari,Quick Bites,,"North Indian, Chinese",Dine-out,cheap
742,742,Bangalore Kabab Palace,Banashankari,Quick Bites,,"Andhra, Biryani",Dine-out,cheap
743,743,Hotel Andhra Speices,Banashankari,Quick Bites,,Andhra,Dine-out,cheap
744,744,Quality Dum Biriyani,Banashankari,Quick Bites,,"Biryani, Kebab",Dine-out,cheap
745,745,Sri Murari Family Restaurant,Banashankari,Quick Bites,,Biryani,Dine-out,cheap
746,746,Taja Coffee,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
747,747,Aramane Donne Biriyani,Banashankari,Quick Bites,,"South Indian, Biryani",Dine-out,cheap
748,748,Swaada Healthy Kitchen,Banashankari,"Quick Bites, Beverage Shop",,"Healthy Food, Juices, Sandwich",Dine-out,cheap
749,749,New Prakash Hotel,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
750,750,Gawdaru Mane Beriyani,Banashankari,Quick Bites,,"South Indian, Biryani",Dine-out,cheap
751,751,Kings Court Daba,Banashankari,Quick Bites,,"Chinese, North Indian",Dine-out,cheap
752,752,MM Tiffen Center,Banashankari,Quick Bites,,"South Indian, Fast Food",Dine-out,cheap
753,753,Sri Raghavendra Prasanna Coffee Beans Club,Banashankari,Quick Bites,,South Indian,Dine-out,cheap
754,754,Sri Balaji Tiffin Centre,Banashankari,Quick Bites,,"South Indian, Chinese",Dine-out,cheap
771,771,Gokul Veg,Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",Dine-out,moderate
772,772,SLV Corner Restaurant,Basavanagudi,Casual Dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",Dine-out,cheap
773,773,Timepass Dinner,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,Dine-out,moderate
774,774,Baisakhi,Basavanagudi,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",North Indian,Dine-out,cheap
775,775,Eat Repeat,Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,Dine-out,cheap
776,776,Sri Guru Kottureshwara Davangere Benne Dosa,Basavanagudi,Quick Bites,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",South Indian,Dine-out,cheap
777,777,Bridgeway,Mysore Road,Casual Dining,,"North Indian, Chinese",Dine-out,cheap
778,778,Srinathji's Cafe,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",Dine-out,cheap
779,779,Soho Bar & Grill,Basavanagudi,Pub,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries","North Indian, Chinese, Thai",Dine-out,expensive
780,780,Kollapuri's,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",Dine-out,cheap
781,781,Aadhya Hotel,Basavanagudi,"Casual Dining, Bar",,"South Indian, North Indian, Chinese, Biryani",Dine-out,moderate
782,782,Bhavani Restaurant,Basavanagudi,Quick Bites,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali","South Indian, North Indian, Chinese",Dine-out,cheap
783,783,Puliyogare Point,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,Dine-out,cheap
784,784,Zephyr,Basavanagudi,Casual Dining,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian","Italian, Continental",Dine-out,moderate
785,785,Redberrys,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",Dine-out,moderate
786,786,Hotel Dwarka,Basavanagudi,Quick Bites,"Khali Dosa, Kali Dosa, Upma, Filter Coffee, Kesari Bath, Set Dosa, Masala Dosa",South Indian,Dine-out,cheap
787,787,Nisarga Garden Restaurant,Basavanagudi,Quick Bites,,"South Indian, Chinese, Desserts, Beverages",Dine-out,cheap
788,788,Ma-Arya Family Restaurant,Basavanagudi,Casual Dining,"Mutton Biryani, Crispy Fried Chicken","Biryani, South Indian, North Indian, Chinese, Andhra",Dine-out,moderate
789,789,A2B - Adyar Ananda Bhavan,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, Fast Food, Street Food",Dine-out,cheap
790,790,Ragoo's,Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",Dine-out,moderate
791,791,Imperial Restaurant,Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",Dine-out,moderate
792,792,New Prashanth Hotel,Basavanagudi,Casual Dining,,South Indian,Dine-out,cheap
793,793,Udupi Sri Krishna Bhavan,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",South Indian,Dine-out,moderate
794,794,Chinese Kitchen,Basavanagudi,Quick Bites,,Chinese,Dine-out,cheap
795,795,Vijayalakshmi,Basavanagudi,Quick Bites,,South Indian,Dine-out,cheap
796,796,Nammura Donne Biriyani,Basavanagudi,Quick Bites,,"Biryani, Fast Food",Dine-out,cheap
797,797,Curry Leaves,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",Dine-out,moderate
798,798,Goli Vada Pav No. 1,Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,Dine-out,cheap
799,799,Ice Thunder,Basavanagudi,Quick Bites,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers","South Indian, Fast Food, North Indian, Desserts",Dine-out,cheap
800,800,South Kitchen,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,Dine-out,cheap
801,801,Upahara Darshini,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",South Indian,Dine-out,cheap
802,802,Mahalaxmi Tiffin Room,Basavanagudi,Quick Bites,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",South Indian,Dine-out,cheap
803,803,Starlite Bakery & Fastfood,Jayanagar,Quick Bites,,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",Dine-out,cheap
804,804,Sandwichwallas,Basavanagudi,Quick Bites,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich",Fast Food,Dine-out,cheap
805,805,J K Fish Land,Jayanagar,Quick Bites,,"Seafood, Mangalorean",Dine-out,cheap
806,806,Udupi Grand,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",Dine-out,cheap
807,807,Chinese Square,Basavanagudi,Quick Bites,,Chinese,Dine-out,cheap
808,808,Castle Rock,Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",Dine-out,moderate
809,809,Swadd Kitchen,Basavanagudi,Casual Dining,,"North Indian, Fast Food",Dine-out,cheap
810,810,Right Pizza,Basavanagudi,Quick Bites,,Pizza,Dine-out,cheap
811,811,Kamat Bugle Rock,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",Dine-out,cheap
812,812,Basavanagudi Mylari,Basavanagudi,Quick Bites,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",South Indian,Dine-out,cheap
813,813,RS Shiv Sagar,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",Dine-out,cheap
814,814,New Prashanth Hotel,Basavanagudi,Casual Dining,,"South Indian, Biryani, Chinese, North Indian",Dine-out,moderate
815,815,Shrinidhi Military Hotel,Basavanagudi,Quick Bites,,"North Indian, Mughlai",Dine-out,cheap
816,816,Dakshin Kitchen,Basavanagudi,Quick Bites,,South Indian,Dine-out,cheap
817,817,Pramukh Family Restaurant,Basavanagudi,Casual Dining,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts","North Indian, Chinese, Mughlai",Dine-out,moderate
818,818,Chaatimes,Basavanagudi,Quick Bites,"Dabeli, Faluda, Masala Poori, Sandwiches, Tokri Chaat, Pav Bhaji, Dahipuri","Street Food, Fast Food",Dine-out,cheap
819,819,Vybhava,Jayanagar,Quick Bites,"Masala Dosa, Idli, Vada Sambar","South Indian, North Indian",Dine-out,cheap
820,820,Shree Venkateshwara North Karnataka Hotel,Basavanagudi,Quick Bites,"Buttermilk, Jolada Rotti",South Indian,Dine-out,cheap
821,821,Kadamba Classic,Mysore Road,Quick Bites,,South Indian,Dine-out,cheap
822,822,Food Geek,Basavanagudi,Quick Bites,,"Sandwich, Fast Food, Rolls",Dine-out,cheap
823,823,Rosewood International Hotel - Bar & Restaurant,Mysore Road,Casual Dining,,"North Indian, South Indian, Andhra, Chinese",Dine-out,moderate
824,824,Anand Sagar Inn,Basavanagudi,Casual Dining,,"South Indian, North Indian, Chinese",Dine-out,cheap
825,825,Sangam Military Hotel,Jayanagar,Quick Bites,,South Indian,Dine-out,cheap
826,826,Kholi Mane,Basavanagudi,Quick Bites,,"Andhra, South Indian, Biryani, North Indian",Dine-out,cheap
827,827,Harshi Super Sandwich,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",Dine-out,cheap
828,828,Hotel Pork Paradise,Mysore Road,Quick Bites,,South Indian,Dine-out,cheap
829,829,Pallavi Bar & Restaurant,Mysore Road,"Casual Dining, Bar",,"North Indian, South Indian, Chinese",Dine-out,cheap
830,830,Belly Squad Food Truck,South Bangalore,Food Truck,"Biryani, Momos, Rolls","Chinese, Rolls, Biryani, Momos",Dine-out,cheap
831,831,Tejas Bar and Restaurant,Nagarbhavi,Casual Dining,,"Chinese, South Indian",Dine-out,moderate
832,832,Old Days North Indian Restaurant,Basavanagudi,Casual Dining,,North Indian,Dine-out,cheap
